"DATE_NAME","GEOGRAPHY_NAME","VARIABLE_NAME","OBS_VALUE"
"Apr 2013-Mar 2014","Wales","Economic activity rate - aged 16-64",75.3
"Apr 2013-Mar 2014","Wales","Employment rate - aged 16-64",69.5
"Apr 2013-Mar 2014","Wales","Unemployment rate - aged 16+",7.4
"Apr 2013-Mar 2014","Scotland","Economic activity rate - aged 16-64",77.1
"Apr 2013-Mar 2014","Scotland","Employment rate - aged 16-64",71.3
"Apr 2013-Mar 2014","Scotland","Unemployment rate - aged 16+",7.4
"Jul 2013-Jun 2014","North East","Economic activity rate - aged 16-64",74.7
"Jul 2013-Jun 2014","North East","Employment rate - aged 16-64",67.6
"Jul 2013-Jun 2014","North East","Unemployment rate - aged 16+",9.3
"Jul 2013-Jun 2014","North West","Economic activity rate - aged 16-64",74.7
"Jul 2013-Jun 2014","North West","Employment rate - aged 16-64",68.7
"Jul 2013-Jun 2014","North West","Unemployment rate - aged 16+",7.9
"Jul 2013-Jun 2014","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.5
"Jul 2013-Jun 2014","Yorkshire and The Humber","Employment rate - aged 16-64",70.0
"Jul 2013-Jun 2014","Yorkshire and The Humber","Unemployment rate - aged 16+",8.3
"Jul 2013-Jun 2014","East Midlands","Economic activity rate - aged 16-64",78.0
"Jul 2013-Jun 2014","East Midlands","Employment rate - aged 16-64",72.9
"Jul 2013-Jun 2014","East Midlands","Unemployment rate - aged 16+",6.5
"Jul 2013-Jun 2014","West Midlands","Economic activity rate - aged 16-64",75.0
"Jul 2013-Jun 2014","West Midlands","Employment rate - aged 16-64",69.2
"Jul 2013-Jun 2014","West Midlands","Unemployment rate - aged 16+",7.5
"Jul 2013-Jun 2014","East","Economic activity rate - aged 16-64",80.2
"Jul 2013-Jun 2014","East","Employment rate - aged 16-64",75.7
"Jul 2013-Jun 2014","East","Unemployment rate - aged 16+",5.4
"Jul 2013-Jun 2014","London","Economic activity rate - aged 16-64",76.7
"Jul 2013-Jun 2014","London","Employment rate - aged 16-64",70.7
"Jul 2013-Jun 2014","London","Unemployment rate - aged 16+",7.6
"Jul 2013-Jun 2014","South East","Economic activity rate - aged 16-64",79.9
"Jul 2013-Jun 2014","South East","Employment rate - aged 16-64",75.7
"Jul 2013-Jun 2014","South East","Unemployment rate - aged 16+",5.1
"Jul 2013-Jun 2014","South West","Economic activity rate - aged 16-64",79.5
"Jul 2013-Jun 2014","South West","Employment rate - aged 16-64",75.0
"Jul 2013-Jun 2014","South West","Unemployment rate - aged 16+",5.5
"Jul 2013-Jun 2014","Wales","Economic activity rate - aged 16-64",75.0
"Jul 2013-Jun 2014","Wales","Employment rate - aged 16-64",69.5
"Jul 2013-Jun 2014","Wales","Unemployment rate - aged 16+",7.1
"Jul 2013-Jun 2014","Scotland","Economic activity rate - aged 16-64",77.4
"Jul 2013-Jun 2014","Scotland","Employment rate - aged 16-64",71.8
"Jul 2013-Jun 2014","Scotland","Unemployment rate - aged 16+",7.1
"Oct 2013-Sep 2014","North East","Economic activity rate - aged 16-64",74.7
"Oct 2013-Sep 2014","North East","Employment rate - aged 16-64",68.0
"Oct 2013-Sep 2014","North East","Unemployment rate - aged 16+",8.8
"Oct 2013-Sep 2014","North West","Economic activity rate - aged 16-64",74.6
"Oct 2013-Sep 2014","North West","Employment rate - aged 16-64",69.0
"Oct 2013-Sep 2014","North West","Unemployment rate - aged 16+",7.4
"Oct 2013-Sep 2014","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.5
"Oct 2013-Sep 2014","Yorkshire and The Humber","Employment rate - aged 16-64",70.2
"Oct 2013-Sep 2014","Yorkshire and The Humber","Unemployment rate - aged 16+",8.0
"Oct 2013-Sep 2014","East Midlands","Economic activity rate - aged 16-64",78.1
"Oct 2013-Sep 2014","East Midlands","Employment rate - aged 16-64",73.4
"Oct 2013-Sep 2014","East Midlands","Unemployment rate - aged 16+",5.9
"Oct 2013-Sep 2014","West Midlands","Economic activity rate - aged 16-64",75.2
"Oct 2013-Sep 2014","West Midlands","Employment rate - aged 16-64",69.6
"Oct 2013-Sep 2014","West Midlands","Unemployment rate - aged 16+",7.3
"Oct 2013-Sep 2014","East","Economic activity rate - aged 16-64",80.3
"Oct 2013-Sep 2014","East","Employment rate - aged 16-64",75.9
"Oct 2013-Sep 2014","East","Unemployment rate - aged 16+",5.3
"Oct 2013-Sep 2014","London","Economic activity rate - aged 16-64",76.8
"Oct 2013-Sep 2014","London","Employment rate - aged 16-64",71.2
"Oct 2013-Sep 2014","London","Unemployment rate - aged 16+",7.2
"Oct 2013-Sep 2014","South East","Economic activity rate - aged 16-64",79.9
"Oct 2013-Sep 2014","South East","Employment rate - aged 16-64",75.9
"Oct 2013-Sep 2014","South East","Unemployment rate - aged 16+",4.8
"Oct 2013-Sep 2014","South West","Economic activity rate - aged 16-64",79.7
"Oct 2013-Sep 2014","South West","Employment rate - aged 16-64",75.4
"Oct 2013-Sep 2014","South West","Unemployment rate - aged 16+",5.3
"Oct 2013-Sep 2014","Wales","Economic activity rate - aged 16-64",74.8
"Oct 2013-Sep 2014","Wales","Employment rate - aged 16-64",69.5
"Oct 2013-Sep 2014","Wales","Unemployment rate - aged 16+",6.9
"Oct 2013-Sep 2014","Scotland","Economic activity rate - aged 16-64",77.4
"Oct 2013-Sep 2014","Scotland","Employment rate - aged 16-64",72.3
"Oct 2013-Sep 2014","Scotland","Unemployment rate - aged 16+",6.5
"Jan 2014-Dec 2014","North East","Economic activity rate - aged 16-64",74.9
"Jan 2014-Dec 2014","North East","Employment rate - aged 16-64",68.4
"Jan 2014-Dec 2014","North East","Unemployment rate - aged 16+",8.5
"Jan 2014-Dec 2014","North West","Economic activity rate - aged 16-64",74.7
"Jan 2014-Dec 2014","North West","Employment rate - aged 16-64",69.3
"Jan 2014-Dec 2014","North West","Unemployment rate - aged 16+",7.1
"Jan 2014-Dec 2014","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.3
"Jan 2014-Dec 2014","Yorkshire and The Humber","Employment rate - aged 16-64",70.6
"Jan 2014-Dec 2014","Yorkshire and The Humber","Unemployment rate - aged 16+",7.4
"Jan 2014-Dec 2014","East Midlands","Economic activity rate - aged 16-64",78.0
"Jan 2014-Dec 2014","East Midlands","Employment rate - aged 16-64",73.5
"Jan 2014-Dec 2014","East Midlands","Unemployment rate - aged 16+",5.6
"Jan 2014-Dec 2014","West Midlands","Economic activity rate - aged 16-64",75.2
"Jan 2014-Dec 2014","West Midlands","Employment rate - aged 16-64",70.0
"Jan 2014-Dec 2014","West Midlands","Unemployment rate - aged 16+",6.8
"Jan 2014-Dec 2014","East","Economic activity rate - aged 16-64",80.0
"Jan 2014-Dec 2014","East","Employment rate - aged 16-64",75.7
"Jan 2014-Dec 2014","East","Unemployment rate - aged 16+",5.2
"Jan 2014-Dec 2014","London","Economic activity rate - aged 16-64",76.8
"Jan 2014-Dec 2014","London","Employment rate - aged 16-64",71.3
"Jan 2014-Dec 2014","London","Unemployment rate - aged 16+",7.0
"Jan 2014-Dec 2014","South East","Economic activity rate - aged 16-64",79.7
"Jan 2014-Dec 2014","South East","Employment rate - aged 16-64",75.8
"Jan 2014-Dec 2014","South East","Unemployment rate - aged 16+",4.8
"Jan 2014-Dec 2014","South West","Economic activity rate - aged 16-64",80.2
"Jan 2014-Dec 2014","South West","Employment rate - aged 16-64",76.0
"Jan 2014-Dec 2014","South West","Unemployment rate - aged 16+",5.1
"Jan 2014-Dec 2014","Wales","Economic activity rate - aged 16-64",74.7
"Jan 2014-Dec 2014","Wales","Employment rate - aged 16-64",69.5
"Jan 2014-Dec 2014","Wales","Unemployment rate - aged 16+",6.8
"Jan 2014-Dec 2014","Scotland","Economic activity rate - aged 16-64",77.5
"Jan 2014-Dec 2014","Scotland","Employment rate - aged 16-64",72.6
"Jan 2014-Dec 2014","Scotland","Unemployment rate - aged 16+",6.2
"Apr 2014-Mar 2015","North East","Economic activity rate - aged 16-64",74.6
"Apr 2014-Mar 2015","North East","Employment rate - aged 16-64",68.6
"Apr 2014-Mar 2015","North East","Unemployment rate - aged 16+",8.0
"Apr 2014-Mar 2015","North West","Economic activity rate - aged 16-64",74.7
"Apr 2014-Mar 2015","North West","Employment rate - aged 16-64",69.8
"Apr 2014-Mar 2015","North West","Unemployment rate - aged 16+",6.4
"Apr 2014-Mar 2015","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.5
"Apr 2014-Mar 2015","Yorkshire and The Humber","Employment rate - aged 16-64",71.0
"Apr 2014-Mar 2015","Yorkshire and The Humber","Unemployment rate - aged 16+",7.2
"Apr 2014-Mar 2015","East Midlands","Economic activity rate - aged 16-64",77.6
"Apr 2014-Mar 2015","East Midlands","Employment rate - aged 16-64",73.4
"Apr 2014-Mar 2015","East Midlands","Unemployment rate - aged 16+",5.3
"Apr 2014-Mar 2015","West Midlands","Economic activity rate - aged 16-64",75.2
"Apr 2014-Mar 2015","West Midlands","Employment rate - aged 16-64",70.2
"Apr 2014-Mar 2015","West Midlands","Unemployment rate - aged 16+",6.4
"Apr 2014-Mar 2015","East","Economic activity rate - aged 16-64",80.0
"Apr 2014-Mar 2015","East","Employment rate - aged 16-64",76.0
"Apr 2014-Mar 2015","East","Unemployment rate - aged 16+",4.9
"Apr 2014-Mar 2015","London","Economic activity rate - aged 16-64",77.0
"Apr 2014-Mar 2015","London","Employment rate - aged 16-64",71.8
"Apr 2014-Mar 2015","London","Unemployment rate - aged 16+",6.7
"Apr 2014-Mar 2015","South East","Economic activity rate - aged 16-64",80.0
"Apr 2014-Mar 2015","South East","Employment rate - aged 16-64",76.2
"Apr 2014-Mar 2015","South East","Unemployment rate - aged 16+",4.6
"Apr 2014-Mar 2015","South West","Economic activity rate - aged 16-64",80.6
"Apr 2014-Mar 2015","South West","Employment rate - aged 16-64",76.6
"Apr 2014-Mar 2015","South West","Unemployment rate - aged 16+",4.8
"Apr 2014-Mar 2015","Wales","Economic activity rate - aged 16-64",74.4
"Apr 2014-Mar 2015","Wales","Employment rate - aged 16-64",69.3
"Apr 2014-Mar 2015","Wales","Unemployment rate - aged 16+",6.8
"Apr 2014-Mar 2015","Scotland","Economic activity rate - aged 16-64",77.8
"Apr 2014-Mar 2015","Scotland","Employment rate - aged 16-64",72.9
"Apr 2014-Mar 2015","Scotland","Unemployment rate - aged 16+",6.2
"Jul 2014-Jun 2015","North East","Economic activity rate - aged 16-64",74.6
"Jul 2014-Jun 2015","North East","Employment rate - aged 16-64",68.8
"Jul 2014-Jun 2015","North East","Unemployment rate - aged 16+",7.6
"Jul 2014-Jun 2015","North West","Economic activity rate - aged 16-64",74.6
"Jul 2014-Jun 2015","North West","Employment rate - aged 16-64",70.1
"Jul 2014-Jun 2015","North West","Unemployment rate - aged 16+",5.9
"Jul 2014-Jun 2015","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.9
"Jul 2014-Jun 2015","Yorkshire and The Humber","Employment rate - aged 16-64",71.7
"Jul 2014-Jun 2015","Yorkshire and The Humber","Unemployment rate - aged 16+",6.6
"Jul 2014-Jun 2015","East Midlands","Economic activity rate - aged 16-64",77.8
"Jul 2014-Jun 2015","East Midlands","Employment rate - aged 16-64",73.7
"Jul 2014-Jun 2015","East Midlands","Unemployment rate - aged 16+",5.1
"Jul 2014-Jun 2015","West Midlands","Economic activity rate - aged 16-64",75.1
"Jul 2014-Jun 2015","West Midlands","Employment rate - aged 16-64",70.2
"Jul 2014-Jun 2015","West Midlands","Unemployment rate - aged 16+",6.2
"Jul 2014-Jun 2015","East","Economic activity rate - aged 16-64",80.1
"Jul 2014-Jun 2015","East","Employment rate - aged 16-64",76.3
"Jul 2014-Jun 2015","East","Unemployment rate - aged 16+",4.6
"Jul 2014-Jun 2015","London","Economic activity rate - aged 16-64",77.4
"Jul 2014-Jun 2015","London","Employment rate - aged 16-64",72.3
"Jul 2014-Jun 2015","London","Unemployment rate - aged 16+",6.5
"Jul 2014-Jun 2015","South East","Economic activity rate - aged 16-64",80.0
"Jul 2014-Jun 2015","South East","Employment rate - aged 16-64",76.3
"Jul 2014-Jun 2015","South East","Unemployment rate - aged 16+",4.5
"Jul 2014-Jun 2015","South West","Economic activity rate - aged 16-64",80.9
"Jul 2014-Jun 2015","South West","Employment rate - aged 16-64",77.3
"Jul 2014-Jun 2015","South West","Unemployment rate - aged 16+",4.3
"Jul 2014-Jun 2015","Wales","Economic activity rate - aged 16-64",74.8
"Jul 2014-Jun 2015","Wales","Employment rate - aged 16-64",69.7
"Jul 2014-Jun 2015","Wales","Unemployment rate - aged 16+",6.6
"Jul 2014-Jun 2015","Scotland","Economic activity rate - aged 16-64",77.5
"Jul 2014-Jun 2015","Scotland","Employment rate - aged 16-64",72.9
"Jul 2014-Jun 2015","Scotland","Unemployment rate - aged 16+",5.9
"Oct 2014-Sep 2015","North East","Economic activity rate - aged 16-64",74.9
"Oct 2014-Sep 2015","North East","Employment rate - aged 16-64",69.0
"Oct 2014-Sep 2015","North East","Unemployment rate - aged 16+",7.6
"Oct 2014-Sep 2015","North West","Economic activity rate - aged 16-64",75.1
"Oct 2014-Sep 2015","North West","Employment rate - aged 16-64",70.6
"Oct 2014-Sep 2015","North West","Unemployment rate - aged 16+",5.9
"Oct 2014-Sep 2015","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.2
"Oct 2014-Sep 2015","Yorkshire and The Humber","Employment rate - aged 16-64",72.4
"Oct 2014-Sep 2015","Yorkshire and The Humber","Unemployment rate - aged 16+",6.1
"Oct 2014-Sep 2015","East Midlands","Economic activity rate - aged 16-64",77.5
"Oct 2014-Sep 2015","East Midlands","Employment rate - aged 16-64",73.5
"Oct 2014-Sep 2015","East Midlands","Unemployment rate - aged 16+",5.0
"Oct 2014-Sep 2015","West Midlands","Economic activity rate - aged 16-64",75.1
"Oct 2014-Sep 2015","West Midlands","Employment rate - aged 16-64",70.7
"Oct 2014-Sep 2015","West Midlands","Unemployment rate - aged 16+",5.8
"Oct 2014-Sep 2015","East","Economic activity rate - aged 16-64",80.3
"Oct 2014-Sep 2015","East","Employment rate - aged 16-64",76.8
"Oct 2014-Sep 2015","East","Unemployment rate - aged 16+",4.2
"Oct 2014-Sep 2015","London","Economic activity rate - aged 16-64",77.3
"Oct 2014-Sep 2015","London","Employment rate - aged 16-64",72.3
"Oct 2014-Sep 2015","London","Unemployment rate - aged 16+",6.4
"Oct 2014-Sep 2015","South East","Economic activity rate - aged 16-64",80.3
"Oct 2014-Sep 2015","South East","Employment rate - aged 16-64",76.7
"Oct 2014-Sep 2015","South East","Unemployment rate - aged 16+",4.3
"Oct 2014-Sep 2015","South West","Economic activity rate - aged 16-64",80.7
"Oct 2014-Sep 2015","South West","Employment rate - aged 16-64",77.3
"Oct 2014-Sep 2015","South West","Unemployment rate - aged 16+",4.1
"Oct 2014-Sep 2015","Wales","Economic activity rate - aged 16-64",75.1
"Oct 2014-Sep 2015","Wales","Employment rate - aged 16-64",70.3
"Oct 2014-Sep 2015","Wales","Unemployment rate - aged 16+",6.2
"Oct 2014-Sep 2015","Scotland","Economic activity rate - aged 16-64",77.8
"Oct 2014-Sep 2015","Scotland","Employment rate - aged 16-64",73.1
"Oct 2014-Sep 2015","Scotland","Unemployment rate - aged 16+",6.0
"Jan 2015-Dec 2015","North East","Economic activity rate - aged 16-64",75.2
"Jan 2015-Dec 2015","North East","Employment rate - aged 16-64",69.3
"Jan 2015-Dec 2015","North East","Unemployment rate - aged 16+",7.7
"Jan 2015-Dec 2015","North West","Economic activity rate - aged 16-64",75.3
"Jan 2015-Dec 2015","North West","Employment rate - aged 16-64",71.2
"Jan 2015-Dec 2015","North West","Unemployment rate - aged 16+",5.3
"Jan 2015-Dec 2015","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.2
"Jan 2015-Dec 2015","Yorkshire and The Humber","Employment rate - aged 16-64",72.5
"Jan 2015-Dec 2015","Yorkshire and The Humber","Unemployment rate - aged 16+",6.0
"Jan 2015-Dec 2015","East Midlands","Economic activity rate - aged 16-64",77.5
"Jan 2015-Dec 2015","East Midlands","Employment rate - aged 16-64",73.8
"Jan 2015-Dec 2015","East Midlands","Unemployment rate - aged 16+",4.7
"Jan 2015-Dec 2015","West Midlands","Economic activity rate - aged 16-64",75.1
"Jan 2015-Dec 2015","West Midlands","Employment rate - aged 16-64",70.6
"Jan 2015-Dec 2015","West Midlands","Unemployment rate - aged 16+",5.8
"Jan 2015-Dec 2015","East","Economic activity rate - aged 16-64",80.6
"Jan 2015-Dec 2015","East","Employment rate - aged 16-64",77.4
"Jan 2015-Dec 2015","East","Unemployment rate - aged 16+",3.9
"Jan 2015-Dec 2015","London","Economic activity rate - aged 16-64",77.7
"Jan 2015-Dec 2015","London","Employment rate - aged 16-64",72.9
"Jan 2015-Dec 2015","London","Unemployment rate - aged 16+",6.1
"Jan 2015-Dec 2015","South East","Economic activity rate - aged 16-64",80.3
"Jan 2015-Dec 2015","South East","Employment rate - aged 16-64",76.8
"Jan 2015-Dec 2015","South East","Unemployment rate - aged 16+",4.2
"Jan 2015-Dec 2015","South West","Economic activity rate - aged 16-64",80.6
"Jan 2015-Dec 2015","South West","Employment rate - aged 16-64",77.3
"Jan 2015-Dec 2015","South West","Unemployment rate - aged 16+",3.9
"Jan 2015-Dec 2015","Wales","Economic activity rate - aged 16-64",74.9
"Jan 2015-Dec 2015","Wales","Employment rate - aged 16-64",70.3
"Jan 2015-Dec 2015","Wales","Unemployment rate - aged 16+",5.9
"Jan 2015-Dec 2015","Scotland","Economic activity rate - aged 16-64",77.7
"Jan 2015-Dec 2015","Scotland","Employment rate - aged 16-64",73.1
"Jan 2015-Dec 2015","Scotland","Unemployment rate - aged 16+",5.8
"Apr 2015-Mar 2016","North East","Economic activity rate - aged 16-64",75.3
"Apr 2015-Mar 2016","North East","Employment rate - aged 16-64",69.5
"Apr 2015-Mar 2016","North East","Unemployment rate - aged 16+",7.5
"Apr 2015-Mar 2016","North West","Economic activity rate - aged 16-64",75.5
"Apr 2015-Mar 2016","North West","Employment rate - aged 16-64",71.4
"Apr 2015-Mar 2016","North West","Unemployment rate - aged 16+",5.3
"Apr 2015-Mar 2016","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.0
"Apr 2015-Mar 2016","Yorkshire and The Humber","Employment rate - aged 16-64",72.2
"Apr 2015-Mar 2016","Yorkshire and The Humber","Unemployment rate - aged 16+",6.1
"Apr 2015-Mar 2016","East Midlands","Economic activity rate - aged 16-64",77.7
"Apr 2015-Mar 2016","East Midlands","Employment rate - aged 16-64",74.2
"Apr 2015-Mar 2016","East Midlands","Unemployment rate - aged 16+",4.4
"Apr 2015-Mar 2016","West Midlands","Economic activity rate - aged 16-64",74.8
"Apr 2015-Mar 2016","West Midlands","Employment rate - aged 16-64",70.4
"Apr 2015-Mar 2016","West Midlands","Unemployment rate - aged 16+",5.7
"Apr 2015-Mar 2016","East","Economic activity rate - aged 16-64",80.2
"Apr 2015-Mar 2016","East","Employment rate - aged 16-64",77.0
"Apr 2015-Mar 2016","East","Unemployment rate - aged 16+",3.8
"Apr 2015-Mar 2016","London","Economic activity rate - aged 16-64",77.8
"Apr 2015-Mar 2016","London","Employment rate - aged 16-64",73.1
"Apr 2015-Mar 2016","London","Unemployment rate - aged 16+",6.0
"Apr 2015-Mar 2016","South East","Economic activity rate - aged 16-64",80.6
"Apr 2015-Mar 2016","South East","Employment rate - aged 16-64",77.2
"Apr 2015-Mar 2016","South East","Unemployment rate - aged 16+",4.1
"Apr 2015-Mar 2016","South West","Economic activity rate - aged 16-64",80.7
"Apr 2015-Mar 2016","South West","Employment rate - aged 16-64",77.4
"Apr 2015-Mar 2016","South West","Unemployment rate - aged 16+",4.0
"Apr 2015-Mar 2016","Wales","Economic activity rate - aged 16-64",75.3
"Apr 2015-Mar 2016","Wales","Employment rate - aged 16-64",71.1
"Apr 2015-Mar 2016","Wales","Unemployment rate - aged 16+",5.4
"Apr 2015-Mar 2016","Scotland","Economic activity rate - aged 16-64",77.3
"Apr 2015-Mar 2016","Scotland","Employment rate - aged 16-64",72.9
"Apr 2015-Mar 2016","Scotland","Unemployment rate - aged 16+",5.7
"Jul 2015-Jun 2016","North East","Economic activity rate - aged 16-64",75.3
"Jul 2015-Jun 2016","North East","Employment rate - aged 16-64",69.4
"Jul 2015-Jun 2016","North East","Unemployment rate - aged 16+",7.7
"Jul 2015-Jun 2016","North West","Economic activity rate - aged 16-64",75.7
"Jul 2015-Jun 2016","North West","Employment rate - aged 16-64",71.6
"Jul 2015-Jun 2016","North West","Unemployment rate - aged 16+",5.3
"Jul 2015-Jun 2016","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.8
"Jul 2015-Jun 2016","Yorkshire and The Humber","Employment rate - aged 16-64",72.2
"Jul 2015-Jun 2016","Yorkshire and The Humber","Unemployment rate - aged 16+",5.8
"Jul 2015-Jun 2016","East Midlands","Economic activity rate - aged 16-64",77.8
"Jul 2015-Jun 2016","East Midlands","Employment rate - aged 16-64",74.5
"Jul 2015-Jun 2016","East Midlands","Unemployment rate - aged 16+",4.2
"Jul 2015-Jun 2016","West Midlands","Economic activity rate - aged 16-64",75.2
"Jul 2015-Jun 2016","West Midlands","Employment rate - aged 16-64",70.6
"Jul 2015-Jun 2016","West Midlands","Unemployment rate - aged 16+",5.9
"Jul 2015-Jun 2016","East","Economic activity rate - aged 16-64",80.2
"Jul 2015-Jun 2016","East","Employment rate - aged 16-64",77.1
"Jul 2015-Jun 2016","East","Unemployment rate - aged 16+",3.7
"Jul 2015-Jun 2016","London","Economic activity rate - aged 16-64",77.9
"Jul 2015-Jun 2016","London","Employment rate - aged 16-64",73.1
"Jul 2015-Jun 2016","London","Unemployment rate - aged 16+",6.1
"Jul 2015-Jun 2016","South East","Economic activity rate - aged 16-64",80.7
"Jul 2015-Jun 2016","South East","Employment rate - aged 16-64",77.3
"Jul 2015-Jun 2016","South East","Unemployment rate - aged 16+",4.1
"Jul 2015-Jun 2016","South West","Economic activity rate - aged 16-64",80.6
"Jul 2015-Jun 2016","South West","Employment rate - aged 16-64",77.3
"Jul 2015-Jun 2016","South West","Unemployment rate - aged 16+",4.1
"Jul 2015-Jun 2016","Wales","Economic activity rate - aged 16-64",75.2
"Jul 2015-Jun 2016","Wales","Employment rate - aged 16-64",71.3
"Jul 2015-Jun 2016","Wales","Unemployment rate - aged 16+",4.9
"Jul 2015-Jun 2016","Scotland","Economic activity rate - aged 16-64",77.1
"Jul 2015-Jun 2016","Scotland","Employment rate - aged 16-64",72.9
"Jul 2015-Jun 2016","Scotland","Unemployment rate - aged 16+",5.4
"Oct 2015-Sep 2016","North East","Economic activity rate - aged 16-64",75.1
"Oct 2015-Sep 2016","North East","Employment rate - aged 16-64",69.9
"Oct 2015-Sep 2016","North East","Unemployment rate - aged 16+",6.8
"Oct 2015-Sep 2016","North West","Economic activity rate - aged 16-64",75.6
"Oct 2015-Sep 2016","North West","Employment rate - aged 16-64",71.6
"Oct 2015-Sep 2016","North West","Unemployment rate - aged 16+",5.1
"Oct 2015-Sep 2016","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.8
"Oct 2015-Sep 2016","Yorkshire and The Humber","Employment rate - aged 16-64",72.4
"Oct 2015-Sep 2016","Yorkshire and The Humber","Unemployment rate - aged 16+",5.6
"Oct 2015-Sep 2016","East Midlands","Economic activity rate - aged 16-64",77.7
"Oct 2015-Sep 2016","East Midlands","Employment rate - aged 16-64",74.3
"Oct 2015-Sep 2016","East Midlands","Unemployment rate - aged 16+",4.2
"Oct 2015-Sep 2016","West Midlands","Economic activity rate - aged 16-64",75.4
"Oct 2015-Sep 2016","West Midlands","Employment rate - aged 16-64",71.0
"Oct 2015-Sep 2016","West Midlands","Unemployment rate - aged 16+",5.7
"Oct 2015-Sep 2016","East","Economic activity rate - aged 16-64",80.0
"Oct 2015-Sep 2016","East","Employment rate - aged 16-64",76.8
"Oct 2015-Sep 2016","East","Unemployment rate - aged 16+",3.8
"Oct 2015-Sep 2016","London","Economic activity rate - aged 16-64",78.2
"Oct 2015-Sep 2016","London","Employment rate - aged 16-64",73.5
"Oct 2015-Sep 2016","London","Unemployment rate - aged 16+",6.0
"Oct 2015-Sep 2016","South East","Economic activity rate - aged 16-64",80.6
"Oct 2015-Sep 2016","South East","Employment rate - aged 16-64",77.2
"Oct 2015-Sep 2016","South East","Unemployment rate - aged 16+",4.2
"Oct 2015-Sep 2016","South West","Economic activity rate - aged 16-64",80.8
"Oct 2015-Sep 2016","South West","Employment rate - aged 16-64",77.3
"Oct 2015-Sep 2016","South West","Unemployment rate - aged 16+",4.1
"Oct 2015-Sep 2016","Wales","Economic activity rate - aged 16-64",74.8
"Oct 2015-Sep 2016","Wales","Employment rate - aged 16-64",71.1
"Oct 2015-Sep 2016","Wales","Unemployment rate - aged 16+",4.7
"Oct 2015-Sep 2016","Scotland","Economic activity rate - aged 16-64",76.7
"Oct 2015-Sep 2016","Scotland","Employment rate - aged 16-64",72.8
"Oct 2015-Sep 2016","Scotland","Unemployment rate - aged 16+",4.9
"Jan 2016-Dec 2016","North East","Economic activity rate - aged 16-64",75.5
"Jan 2016-Dec 2016","North East","Employment rate - aged 16-64",70.5
"Jan 2016-Dec 2016","North East","Unemployment rate - aged 16+",6.6
"Jan 2016-Dec 2016","North West","Economic activity rate - aged 16-64",75.5
"Jan 2016-Dec 2016","North West","Employment rate - aged 16-64",71.5
"Jan 2016-Dec 2016","North West","Unemployment rate - aged 16+",5.2
"Jan 2016-Dec 2016","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.5
"Jan 2016-Dec 2016","Yorkshire and The Humber","Employment rate - aged 16-64",72.5
"Jan 2016-Dec 2016","Yorkshire and The Humber","Unemployment rate - aged 16+",5.2
"Jan 2016-Dec 2016","East Midlands","Economic activity rate - aged 16-64",78.1
"Jan 2016-Dec 2016","East Midlands","Employment rate - aged 16-64",74.7
"Jan 2016-Dec 2016","East Midlands","Unemployment rate - aged 16+",4.3
"Jan 2016-Dec 2016","West Midlands","Economic activity rate - aged 16-64",75.4
"Jan 2016-Dec 2016","West Midlands","Employment rate - aged 16-64",71.1
"Jan 2016-Dec 2016","West Midlands","Unemployment rate - aged 16+",5.5
"Jan 2016-Dec 2016","East","Economic activity rate - aged 16-64",79.9
"Jan 2016-Dec 2016","East","Employment rate - aged 16-64",76.8
"Jan 2016-Dec 2016","East","Unemployment rate - aged 16+",3.9
"Jan 2016-Dec 2016","London","Economic activity rate - aged 16-64",78.2
"Jan 2016-Dec 2016","London","Employment rate - aged 16-64",73.7
"Jan 2016-Dec 2016","London","Unemployment rate - aged 16+",5.6
"Jan 2016-Dec 2016","South East","Economic activity rate - aged 16-64",81.0
"Jan 2016-Dec 2016","South East","Employment rate - aged 16-64",77.6
"Jan 2016-Dec 2016","South East","Unemployment rate - aged 16+",4.0
"Jan 2016-Dec 2016","South West","Economic activity rate - aged 16-64",80.3
"Jan 2016-Dec 2016","South West","Employment rate - aged 16-64",76.9
"Jan 2016-Dec 2016","South West","Unemployment rate - aged 16+",4.1
"Jan 2016-Dec 2016","Wales","Economic activity rate - aged 16-64",74.8
"Jan 2016-Dec 2016","Wales","Employment rate - aged 16-64",71.2
"Jan 2016-Dec 2016","Wales","Unemployment rate - aged 16+",4.6
"Jan 2016-Dec 2016","Scotland","Economic activity rate - aged 16-64",76.7
"Jan 2016-Dec 2016","Scotland","Employment rate - aged 16-64",73.0
"Jan 2016-Dec 2016","Scotland","Unemployment rate - aged 16+",4.8
"Apr 2016-Mar 2017","North East","Economic activity rate - aged 16-64",75.4
"Apr 2016-Mar 2017","North East","Employment rate - aged 16-64",69.9
"Apr 2016-Mar 2017","North East","Unemployment rate - aged 16+",7.1
